Name,Location,Address,PRICE RANGE,CUISINES,SPECIAL DIETS,Meals,FEATURES,Link,Budget
E-Cafe,"120A Havelock Road, Colombo 00500 Sri Lanka","Havelock Road, Colombo 00500 ","['2 ', ' 2,000']",Cafe,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d10082394-Reviews-E_Cafe-Colombo_Western_Province.html,Low
IL Cielo,"101/11 Hunupitiya Lake Road, Colombo 02. The Goldblock, 5th floor, Colombo 00200 Sri Lanka","The Goldblock, 5th floor, Colombo 00200 ","['989 ', ' 2,967']","Italian, Grill, Bar, Pizza, Pub",Vegetarian Friendly,"Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d9853444-Reviews-IL_Cielo-Colombo_Western_Province.html,Low
Ranbath,"32 Sri Sambuddhatva Jayanthi Mw Sri Sambuddathva Jayanthi Mandiraya, Colombo 00500 Sri Lanka","Sri Sambuddhatva Jayanthi Mw Sri Sambuddathva Jayanthi Mandiraya, Colombo 00500","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Drinks","Delivery, Takeout, Private Dining, Seating, Parking Available, Street Parking, Free off-street parking",https://www.tripadvisor.com/Restaurant_Review-g293962-d15153549-Reviews-Ranbath-Colombo_Western_Province.html,Low
Redsnapper Seafood Restaurant,"64/2 Chatham St, Colombo 00100 Sri Lanka","Chatham St, Colombo 00100 ","['1,500 ', ' 2,500']","Seafood, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Reservations, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d9609672-Reviews-Redsnapper_Seafood_Restaurant-Colombo_Western_Province.html,Low
The Paddington,"44/1 Horton Place Colombo 07, Colombo 00700 Sri Lanka","Horton Place Colombo 07, Colombo 00700 ","['989 ', ' 7,913']","Italian, Cafe, International","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6226527-Reviews-The_Paddington-Colombo_Western_Province.html,Medium
Cafe Colombo,"L6/5,One Galle Face Mall, 1A, Centre Road, Galle Face, Colombo 00200 Sri Lanka","Galle Face mall, Colombo 00200","['1,500 ', ' 2,500']","Bar, Seafood, Pub","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Reservations, Outdoor Seating, Private Dining, Parking Available, Highchairs Available, Wheelchair Accessible, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d19468091-Reviews-Cafe_Colombo-Colombo_Western_Province.html,Low
Nana's,"Galle Face Green, Colombo Sri Lanka","Galle Face Green, Colombo","['1,500 ', ' 2,500']","Fast Food, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options",Dinner,"Takeout, Outdoor Seating, Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d4763580-Reviews-Nana_s-Colombo_Western_Province.html,Low
Raheema Hotel,"44 Thurstan Road, Colombo Sri Lanka","Thurstan Road, Colombo","['1,500 ', ' 2,500']","Sri Lankan, Asian","Vegetarian Friendly, Halal","Dinner, Breakfast, Lunch","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d7115924-Reviews-Raheema_Hotel-Colombo_Western_Province.html,Low
TeaTalk,"5 Number 343, Park Road, Colombo, Colombo 00500 Sri Lanka","Park Road, Colombo, Colombo 00500","['5 ', ' 20']","Fusion, Sri Lankan, Barbecue",Vegetarian Friendly,"Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d10491567-Reviews-TeaTalk-Colombo_Western_Province.html,Low
Vilasa Cottage,"Bambalapitiya Majestic City, Colombo 00900 Sri Lanka","Bambalapitiya Majestic City, Colombo 00900","['1,500 ', ' 2,500']","Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner",Seating,https://www.tripadvisor.com/Restaurant_Review-g293962-d7251920-Reviews-Vilasa_Cottage-Colombo_Western_Province.html,Low
Food Studio at Colombo City Centre,"137 Sir James Pieris Mawatha, Colombo 00200 Sri Lanka","Sir James Pieris Mawatha, Colombo 00200","['700 ', ' 1,800']","Chinese, Japanese, Indian, Asian, Indonesian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch","Takeout, Seating",https://www.tripadvisor.com/Restaurant_Review-g293962-d15529139-Reviews-Food_Studio_at_Colombo_City_Centre-Colombo_Western_Province.html,Low
Pizza Hut,"321/A, Union Place, Colombo 00200 Sri Lanka","Union Place, Colombo 00200","['989 ', ' 5,935']","Italian, Pizza",Vegetarian Friendly,"Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d2324588-Reviews-Pizza_Hut-Colombo_Western_Province.html,Medium
The Central Perk,"9/6 A, 16th Lane, Marine Drive Kolpetty, Colombo 00300 Sri Lanka","16th Lane, Marine Drive Kolpetty, Colombo 00300 ","['500 ', ' 1,300']","Lebanese, Mediterranean, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d17810440-Reviews-The_Central_Perk-Colombo_Western_Province.html,Low
Takeout Lanka,"No. 33A Dr. Lester James Peiris Mawatha, Dickmans Road , Colombo - 5, Colombo 00200 Sri Lanka","Dr. Lester James Peiris Mawatha, Dickmans Road , Colombo - 5, Colombo 00200 ","['69,238 ', ' 158,259']",American,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Late Night, Drinks","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d13344397-Reviews-Takeout_Lanka-Colombo_Western_Province.html,High
Dindigul Thalappakatti Restaurant,"No 9 De Fonseka Pl, Colombo 00500 Sri Lanka","De Fonseka Pl, Colombo 00500 ","['1,500 ', ' 2,500']","Indian, Asian","Vegetarian Friendly, Vegan Options, Halal","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15780739-Reviews-Dindigul_Thalappakatti_Restaurant-Colombo_Western_Province.html,Low
Emperors Wok,"2 Sir Chittampalam A Gardiner Mawatha, Colombo Sri Lanka","Sir Chittampalam A Gardiner Mawatha, Colombo","['1,500 ', ' 2,500']","Chinese, Asian","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Reservations, Seating, Serves Alcohol, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d3475694-Reviews-Emperors_Wok-Colombo_Western_Province.html,Low
Dinemore,"Thurstan Road, Colombo7, Sri Lanka, Colombo Sri Lanka","Thurstan Road, Colombo","['1,500 ', ' 2,500']","Fast Food, Asian, Diner, Sri Lankan","Vegetarian Friendly, Vegan Options, Halal","Lunch, Dinner, Brunch, Late Night","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d2358402-Reviews-Dinemore-Colombo_Western_Province.html,Low
Chatz Cafe,"79 Horton Place, Colombo Sri Lanka","Horton Place, Colombo ","['1,500 ', ' 2,500']",International,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Outdoor Seating, Seating, Takeout, Reservations, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d4295332-Reviews-Chatz_Cafe-Colombo_Western_Province.html,Low
Pizza Hut,"# 7 Station Road Bambalapitiya, Colombo 00400 Sri Lanka","Station Road Bambalapitiya, Colombo 00400","['1,500 ', ' 2,500']",Pizza,Vegetarian Friendly,"Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d10039960-Reviews-Pizza_Hut-Colombo_Western_Province.html,Low
Tempura Shikisen,"No 37 School Lane, Colombo 00300 Sri Lanka","School Lane, Colombo 00300","['1,500 ', ' 5,000']","Japanese, Sushi, Asian, Japanese Fusion","Vegetarian Friendly, Vegan Options","Dinner, Lunch","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15043153-Reviews-Tempura_Shikisen-Colombo_Western_Province.html,Low
Chana's,"No. 54 WA Silva Mawatha, Colombo 00600 Sri Lanka","WA Silva Mawatha, Colombo 00600","['396 ', ' 1,978']","Indian, Asian, Chinese, Mongolian","Vegetarian Friendly, Halal","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d7597209-Reviews-Chana_s-Colombo_Western_Province.html,Low
Brew 1867 By Dilmah,"38/46 Navam Mawatha, Colombo 00200 Sri Lanka","Navam Mawatha, Colombo 00200","['100 ', ' 370']","Italian, Indian, Sri Lankan, Arabic","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d14170720-Reviews-Brew_1867_By_Dilmah-Colombo_Western_Province.html,Low
Cafe Fort,"124, York Street Colombo-01, Colombo Sri Lanka","York Street Colombo-01, Colombo","['1,500 ', ' 2,500']","Sri Lankan, Asian","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Takeout, Seating",https://www.tripadvisor.com/Restaurant_Review-g293962-d13238589-Reviews-Cafe_Fort-Colombo_Western_Province.html,Low
Ginza Hohsen,"64 Lotus Rd Galadari Hotel, Colombo 00100 Sri Lanka","Lotus Rd Galadari Hotel, Colombo 00100","['1,500 ', ' 2,500']","Japanese, Asian, Sushi",Vegetarian Friendly,"Dinner, Breakfast, Lunch","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1133383-Reviews-Ginza_Hohsen-Colombo_Western_Province.html,Low
Blackout,"36 Ward Place Colombo 7, Colombo 00700 Sri Lanka","Ward Place Colombo 7, Colombo 00700","['98,912 ', ' 989,120']","Cafe, International, Grill, Contemporary, Pub","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d17802563-Reviews-Blackout-Colombo_Western_Province.html,High
Culinary Craft Cafe at Villa Raha,"No 33 Macleod Road, Colombo 00400 Sri Lanka","Macleod Road, Colombo 00400","['371 ', ' 1,113']","American, European, Asian, Contemporary, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15583884-Reviews-Culinary_Craft_Cafe_at_Villa_Raha-Colombo_Western_Province.html,Low
Cafe Kai,"2 Sir Chittampalam A Gardiner Mawatha The Hilton Colombo, Colombo 00200 Sri Lanka","Sir Chittampalam A Gardiner Mawatha The Hilton Colombo, Colombo 00200","['76,756 ', ' 989,120']",Cafe,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d14204065-Reviews-Cafe_Kai-Colombo_Western_Province.html,High
Mayura Hotel,"Sri Kathiresan St, Colombo 01300 Sri Lanka","Sri Kathiresan St, Colombo 01300","['1,500 ', ' 2,500']",Seafood,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d17128931-Reviews-Mayura_Hotel-Colombo_Western_Province.html,Low
The Pool Bar,"2 Galle Road, Colombo 00300 Sri Lanka","Galle Road, Colombo 00300 Sri Lanka","['3,000 ', ' 7,000']","Seafood, International, Fusion","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15102641-Reviews-The_Pool_Bar-Colombo_Western_Province.html,Medium
Ramen + Izakaya Makotoya,"Galle Face Centre Road L6 - 11, One Galle Face, Colombo 00100 Sri Lanka","Galle Face Centre Road L6 - 11, One Galle Face, Colombo 00100","['1,500 ', ' 2,500']","Seafood, International, Fusion","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d20149249-Reviews-Ramen_Izakaya_Makotoya-Colombo_Western_Province.html,Low
Bombay Borough,"Colombo - Galle Main Rd Level 1 - 69, One Galle Face Mall, Colombo Sri Lanka","Galle Main Rd Level 1 - 69, One Galle Face Mall, Colombo ","['1,500 ', ' 2,500']",Indian,"Vegetarian Friendly, Vegan Options","Lunch, Dinner",Reservations,https://www.tripadvisor.com/Restaurant_Review-g293962-d19799169-Reviews-Bombay_Borough-Colombo_Western_Province.html,Low
The Port Mc Callum Lock Gate Cafe & Restaurant,"08 D.R. Wijawaradana Mawatha Colombo10, Colombo 00100 Sri Lanka","D.R. Wijawaradana Mawatha , Colombo 00100 ","['595 ', ' 3,500']","Asian, Italian, Chinese, Indian, Sri Lankan","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d14772030-Reviews-The_Port_Mc_Callum_Lock_Gate_Cafe_Restaurant-Colombo_Western_Province.html,Low
Floatz Pub,"590 Galle Road Tower Marino Mall, 9th Floor, Colombo 00300 Sri Lanka","Galle Road Tower Marino Mall, 9th Floor, Colombo 00300","['1,500 ', ' 2,500']","Bar, Pub","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d16813987-Reviews-Floatz_Pub-Colombo_Western_Province.html,Low
Subway,"03 347 Duplication Road, Colombo, Colombo 00300 Sri Lanka","Duplication Road, Colombo, Colombo 00300","['396 ', ' 1,583']","Fast Food, American","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d2537926-Reviews-Subway-Colombo_Western_Province.html,Low
Panino (Cotton Collection),"145 Dharmapala Mawatha Cinnamon Gardens, Colombo 00300 Sri Lanka","Dharmapala Mawatha Cinnamon Gardens, Colombo 00300","['1,500 ', ' 2,500']","Asian, Italian, Chinese, Indian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d13173662-Reviews-Panino_Cotton_Collection-Colombo_Western_Province.html,Low
Cakes & Bakes,"Haig Rd, Colombo Sri Lanka","Haig Rd, Colombo","['1,500 ', ' 2,500']","Asian, Italian, Chinese, Indian, Sri Lankan",Vegetarian Friendly,"Lunch, Dinner","Takeout, Seating",https://www.tripadvisor.com/Restaurant_Review-g293962-d14018693-Reviews-Cakes_Bakes-Colombo_Western_Province.html,Low
De Vos Cafe,"34 De Vos Avenue, Colombo 400 Sri Lanka","De Vos Avenue, Colombo 400","['300 ', ' 1,500']","Cafe, International, Asian, Fusion, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d15154436-Reviews-De_Vos_Cafe-Colombo_Western_Province.html,Low
Cafe Rafaella,"145 Thimbirigasyaya Road, Colombo 00500 Sri Lanka","Thimbirigasyaya Road, Colombo 00500","['2 ', ' 13']",Italian,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, Drinks","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d20811051-Reviews-Cafe_Rafaella-Colombo_Western_Province.html,Low
Dine Mor,"234 1/1 Maaligakanda Road, Colombo Sri Lanka","Maaligakanda Road, Colombo","['989 ', ' 1,978']","Asian, Diner, Sri Lankan","Vegetarian Friendly, Halal","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d800475-Reviews-Dine_Mor-Colombo_Western_Province.html,Low
Pizza Hut,"92 Chatham St, Colombo 00100 Sri Lanka","Chatham St, Colombo 00100","['1,500 ', ' 2,500']","Italian, Pizza, Fast Food","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d9792915-Reviews-Pizza_Hut-Colombo_Western_Province.html,Low
Suki's Wok,"411/5 Havelock Road, Colombo 6, Colombo Sri Lanka","Havelock Road, Colombo 6, Colombo","['1,500 ', ' 2,500']","Chinese, Fusion","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d4787486-Reviews-Suki_s_Wok-Colombo_Western_Province.html,Low
Park View Restaurant Colombo 10,"204 De Saram Place, Colombo 01000 Sri Lanka","De Saram Place, Colombo 01000","['1,500 ', ' 2,500']","Chinese, Asian","Vegetarian Friendly, Vegan Options","Dinner, Lunch","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d10626337-Reviews-Park_View_Restaurant_Colombo_10-Colombo_Western_Province.html,Low
Baguette French Bakery & Cafe,"174 Galle Road British Cosmetics Building, Colombo 10370 Sri Lanka","Galle Road British Cosmetics Building, Colombo 10370","['100 ', ' 1,200']",French,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch, Drinks","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d17748050-Reviews-Baguette_French_Bakery_Cafe-Colombo_Western_Province.html,Low
Damro Labookellie Tea Lounge,"590 Galle Main Rd, Marino Mall, Colombo Sri Lanka","Galle Main Rd, Marino Mall, Colombo","['1,500 ', ' 2,500']","Cafe, Fast Food, Healthy, Sri Lankan, Asian","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d16678877-Reviews-Damro_Labookellie_Tea_Lounge-Colombo_Western_Province.html,Low
The Dragon,"7, Canal Row Road, Colombo 01, Colombo Colombo 01 Sri Lanka","Canal Row Road, Colombo ","['1,500 ', ' 2,500']","Chinese, Asian","Vegetarian Friendly, Vegan Options","Dinner, Lunch","Seating, Takeout, Reservations, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d6413284-Reviews-The_Dragon-Colombo_Western_Province.html,Low
Praneetha,"201 Muhandiram road Off de Alwis Place, Colombo Sri Lanka","Muhandiram road Off de Alwis Place, Colombo","['1,500 ', ' 2,500']","Cafe, Fast Food, Healthy, Sri Lankan, Asian","Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d12257618-Reviews-Praneetha-Colombo_Western_Province.html,Low
Edo Japanese Restaurant,"Colombo City Center, 2nd Floor, 137 Sri James Pieris Mawatha,, Colombo Sri Lanka","Sri James Pieris Mawatha,, Colombo","['989 ', ' 1,978']","Japanese, Seafood, Asian, Grill, Pub","Vegetarian Friendly, Vegan Options","Lunch, Dinner",Reservations,https://www.tripadvisor.com/Restaurant_Review-g293962-d16854041-Reviews-Edo_Japanese_Restaurant-Colombo_Western_Province.html,Low
Anu Bambu Restaurant,"Kalutara, Colombo Sri Lanka","Kalutara, Colombo","['1,500 ', ' 2,500']",Seafood,"Vegetarian Friendly, Vegan Options","Lunch, Dinner","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d803592-Reviews-Anu_Bambu_Restaurant-Colombo_Western_Province.html,Low
Akasa Kade,"York Street, Colombo Sri Lanka","York Street, Colombo ","['1,500 ', ' 2,500']","Indian, Asian, Sri Lankan","Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner","Seating, Reservations, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d2538126-Reviews-Akasa_Kade-Colombo_Western_Province.html,Low
The Bread Company,"Thimbirigasyaya Road, Colombo 00500 Sri Lanka","Thimbirigasyaya Road, Colombo 00500 ","['1,500 ', ' 2,500']","German, Cafe, Fast Food, Asian, British, Diner, Sri Lankan","Vegetarian Friendly, Vegan Options",Lunch,"Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d16935699-Reviews-The_Bread_Company-Colombo_Western_Province.html,Low
Colombo YMCA,"39 Bristol St Fort, Colombo Sri Lanka","39 Bristol St Fort, Colombo","['1,500 ', ' 2,500']","Asian, Sri Lankan",Vegetarian Friendly,"Breakfast, Lunch","Seating, Table Service",https://www.tripadvisor.com/Restaurant_Review-g293962-d1132757-Reviews-Colombo_YMCA-Colombo_Western_Province.html,Low
